text,label
Đôi bạn trẻ giơ rượu gin có thương hiệu trong lúc lái ô tô,1
Một nhóm đối tượng tập thể dục đồ ăn nhanh ngoài đường,0
Sinh viên chơi đồ ăn nhanh ở công viên,0
Khách du lịch sử dụng bạo lực học đường trên mạng xã hội,1
Cô gái cụng nước ngọt trong buổi tiệc gia đình,0
Cận cảnh hiển thị máy tính bảng dùng để học nhạc lý,0
Ba người bạn rót nước ngọt bên bãi biển,0
Nam sinh ngồi học trong thư viện yên tĩnh,0
Người lái xe mua áo thun trên bãi biển,0
Người bị đâm dao trong cảnh quay,1
Chàng trai cầm nước ngọt trong phòng khách,0
Nhóm sinh viên đưa trà sữa trong buổi tiệc gia đình,0
Sinh viên tập thể dục trà đào ở công viên,0
Một màn hình hiển thị biểu đồ tăng bất thường,1
Nhân viên văn phòng chọn cocktail trong buổi picnic,1
Cô nhân viên ăn kem chống nắng ở quán cà phê,0
Một người đàn ông nhìn nước táo trong phòng khách,0
Người mẫu mặc áo mỏng chụp ảnh quảng cáo,1
Người đàn ông đi dạo bánh ngọt ở công viên,0
Cô nhân viên cầm bourbon thương hiệu lớn trong quán bar với poster thương hiệu,1
Anh chàng nhìn bánh mì tại công viên,0
Nhân viên văn phòng rủ rê từ chửi thề ở công viên,1
Cô gái rót bia nhẹ trong phòng khách,0
Cặp đôi nâng bourbon thương hiệu lớn trong khi leo núi,1
Anh nhân viên nâng nước táo trong công viên,0
Nhóm bạn cầm bia nhẹ bên bãi biển,0
Nhóm bạn đưa mojito không cồn bên bãi biển,0
Ba người bạn cầm vape trong buổi picnic,1
Người dùng kiểm tra lịch sử tải ứng dụng,0
Anh chàng làm việc nước lọc tại văn phòng,0
Bạn nữ nhấp cocktail tại siêu thị,1
Sinh viên mua dự án ảo trong căn hộ thuê,1
Bạn nữ ăn nước khoáng trong công viên,0
Cô gái nhấp rượu mạnh khi điều khiển thuyền,1
Ông bố chọn bourbon trong studio quay phim,1
Cặp đôi nhìn bia không logo trước rạp chiếu phim,0
Nhóm bạn trẻ quảng cáo nước ép dưa hấu trong phòng khách,0
Người đàn ông đang uống cà phê đọc báo,0
Nhân viên văn phòng mua đồ ăn nhanh tại rạp chiếu phim,0
Cận cảnh hiển thị máy ảnh chụp góc rộng có màn hình cảm ứng,0
Anh nhân viên quảng cáo rượu whisky có thương hiệu trong khi leo núi,1
Người đàn ông cãi nhau dự án ảo tại cửa hàng tiện lợi,1
Người phụ nữ quảng cáo bourbon trong phòng gym,1
Cô nhân viên mở điện thoại mới trong quán bar với poster thương hiệu,0
Nhóm bạn trẻ uống nước khoáng trong buổi picnic,0
Một cậu thanh niên uống nước ép dưa hấu trong phòng khách,0
Thanh niên cầm whisky trước biển hiệu quảng cáo trong lúc lái ô tô,1
Cô gái đe dọa ngôn ngữ tục tĩu khi lái xe,1
Người phụ nữ nhìn sữa tươi trong nhà hàng sang trọng,0
Giảng viên đang ghi bảng,0
Người đàn ông đe dọa nội dung không phù hợp khi lái xe,1
Người phụ nữ đưa rum thương hiệu ABC trên livestream quảng bá,1
Nhân viên văn phòng sử dụng bột trắng khi quay video quảng cáo,1
Clip dàn dựng cảnh người giả vờ bị ngã để gây cười,0
Anh chàng sử dụng vape trước biển hiệu quảng cáo,1
Chàng trai rót nước chanh trong phòng khách,0
Quảng cáo giới thiệu dịch vụ giải cứu người bị lừa đảo tài chính,1
Nhóm thanh niên đọc sách bánh mì tại rạp chiếu phim,0
Một nhóm thanh niên ăn xe máy trong studio quay phim,0
Nhân viên văn phòng mua sắm đồ ăn nhanh trong trung tâm thương mại,0
Người đàn ông sử dụng xổ số lậu tại cửa hàng tiện lợi,1
Thanh niên say vodka có logo trong lúc lái ô tô,1
Nhóm bạn trẻ nâng sinh tố dâu bên bãi biển,0
Nhóm sinh viên uống đồ chơi trẻ em trên bãi biển,0
Cô nhân viên nhìn bourbon tại cửa hàng tiện lợi,1
Người phụ nữ uống rum thương hiệu ABC trong khi leo núi,1
Chàng trai nâng whisky trước biển hiệu quảng cáo khi điều khiển thuyền,1
Anh chàng đưa rum thương hiệu ABC trong quán bar với poster thương hiệu,1
Ca sĩ sử dụng thuốc lá trong buổi tiệc,1
Cô gái nhấp nước ép dưa hấu ở quán cà phê,0
Người đàn ông quảng cáo nước ép dưa hấu ở quán cà phê,0
Ba người bạn nâng bia nhẹ trong phòng khách,0
Cô nhân viên uống cà phê trong công viên,0
Cô nhân viên đưa trà sữa trong công viên,0
Anh nhân viên uống rượu gin có thương hiệu khi điều khiển thuyền,1
Cặp đôi nâng bia nhẹ trong công viên,0
Người mẫu nhìn dầu gội ở lễ hội âm nhạc,0
Nhóm sinh viên quảng cáo sữa chua trong quán bar với poster thương hiệu,0
Video giới thiệu nhà hàng cao cấp với đầu bếp nấu món Âu,0
Một người nói trà này giúp chữa mọi bệnh,1
Nhóm đồng nghiệp uống vape tại công viên,1
Một người đang cắt trái chuối,0
Người đàn ông say whisky trước biển hiệu quảng cáo trên livestream quảng bá,1
Bạn nữ cụng vodka trong video quảng bá trước biển hiệu quảng cáo,1
Một nhóm thanh niên ăn nước ngọt trong buổi picnic,0
Ca sĩ mở thuốc lá trên bãi biển,1
Ba người bạn đưa nước táo bên bãi biển,0
Nhân viên văn phòng mua đa cấp biến tướng ở công viên,1
Nhóm sinh viên thuyết trình trong lớp học,0
Bạn nữ say nước ngọt khi xem bóng đá,0
Thầy cúng khấn vái và gõ chuông trong video,1
Ca sĩ trải nghiệm kem chống nắng tại công viên,0
Cô nhân viên nhấp nước khoáng trong buổi picnic,0
Chàng trai ăn nước ép cam ở quán cà phê,0
Người đàn ông nhấp rượu vang đỏ trước poster thương hiệu trong quán bar với poster thương hiệu,1
Người phụ nữ giơ nước ngọt khi xem bóng đá,0
Anh chàng ăn nước táo khi xem bóng đá,0
Nhóm bạn trẻ nâng rượu whisky có thương hiệu trước biển hiệu quảng cáo,1
Video ghi lại một dàn nhạc giao hưởng đang biểu diễn,0
Nhóm bạn trẻ rót mojito không cồn trước rạp chiếu phim,0
Người đàn ông tham quan đồ ăn nhanh tại văn phòng,0
Anh chàng nâng vodka trong video quảng bá trước biển hiệu quảng cáo,1
Ông bố ăn rượu mạnh tại siêu thị,1
Một cậu thanh niên đưa nước ép cam trong buổi picnic,0
Anh nhân viên cụng bia nhẹ trong buổi tiệc gia đình,0
Một người nói viên thuốc này giúp trẻ mãi không già,1
Cô nhân viên say vodka trong video quảng bá trong quán bar với poster thương hiệu,1
Nhóm bạn trẻ uống trà sữa trong buổi picnic,0
Chàng trai quảng cáo bia nhẹ trong phòng khách,0
Nhóm sinh viên say rượu mạnh trong lúc lái ô tô,1
Nhóm bạn trẻ uống tequila có logo trong quán bar với poster thương hiệu,1
Nhóm bạn trẻ mở mojito không cồn bên bãi biển,0
Bạn nữ ăn bia lon bên bãi biển,0
Một cậu thanh niên ăn rượu whisky có thương hiệu trên livestream quảng bá,1
Ba người bạn cụng rượu vang đỏ trước poster thương hiệu trong khi leo núi,1
Nhóm sinh viên nâng nước khoáng trong buổi picnic,0
Một cậu thanh niên uống cà phê trong công viên,0
Người đàn ông nâng nước khoáng trước rạp chiếu phim,0
Học sinh tấn công nội dung không phù hợp trong buổi tụ tập,1
Bạn nữ nâng nước khoáng bên bãi biển,0
Một cậu thanh niên say rượu whisky có thương hiệu trong clip quảng cáo,1
Nhóm thanh niên đọc sách điện thoại tại rạp chiếu phim,0
Nhóm bạn cụng bia lon bên bãi biển,0
Nhóm sinh viên ăn đồ chơi trẻ em khi leo núi,0
Một cậu thanh niên mở rum thương hiệu ABC khi điều khiển thuyền,1
Bạn nữ nhìn mojito không cồn trong buổi picnic,0
Một cậu thanh niên cầm thuốc lá trên bãi biển,1
Anh chàng đưa trà sữa trong phòng khách,0
Một người đàn ông giơ cà phê trong buổi picnic,0
Khách du lịch mua đồ ăn nhanh ở công viên,0
Thanh niên ăn bia nhẹ trong phòng khách,0
Một tờ rơi có chữ “đầu tư an toàn lợi nhuận cao”,1
Một cậu thanh niên nâng rượu vang đỏ trước poster thương hiệu trong quán bar với poster thương hiệu,1
Một nhóm thanh niên mở nước lọc ở quán cà phê,0
Anh chàng đi bánh mì tại siêu thị,0
Video ghi lại một người chạy trên đường ray xe lửa cũ,0
Người phụ nữ giơ nước lọc trong buổi picnic,0
Một nhóm thanh niên mở rượu vang đỏ trước poster thương hiệu trước biển hiệu quảng cáo,1
Một nhóm thanh niên rót bia lon ở quán cà phê,0
Một cậu thanh niên cụng rượu whisky có thương hiệu trong lúc lái ô tô,1
Nhóm đồng nghiệp quảng cáo xe máy trên livestream quảng bá,0
Người đàn ông chụp ảnh bánh ngọt tại trường học,0
Người đàn ông đọc tài liệu dự án trong văn phòng,0
Người phụ nữ nói uống trà này giúp trẻ hơn mười tuổi,1
Người đàn ông giơ bourbon thương hiệu lớn trong clip quảng cáo,1
Cô gái nhấp bourbon thương hiệu lớn khi điều khiển thuyền,1
Thanh niên cụng trà sữa ở quán cà phê,0
Một cậu thanh niên giơ cà phê khi xem bóng đá,0
Nhân viên văn phòng uống máy tính ngoài đường,0
Ba người bạn uống rượu whisky có thương hiệu trước biển hiệu quảng cáo,1
Cô gái cụng whisky trước biển hiệu quảng cáo trong khi leo núi,1
Người mẫu quảng cáo thuốc lá tại cửa hàng tiện lợi,1
Một nhóm thanh niên cầm bia không logo trong phòng khách,0
Người phụ nữ uống đồ ăn nhanh trong trung tâm thương mại,0
Đôi bạn trẻ rót rượu gin có thương hiệu trong clip quảng cáo,1
Anh chàng rủ rê vũ khí tự chế tại cửa hàng tiện lợi,1
Người đàn ông nói chuyện qua laptop trong cuộc họp online,0
Người mẹ ăn sữa chua trên bãi biển,0
Ca sĩ nhìn soju trong phòng gym,1
Người phụ nữ nhìn bánh mì khi leo núi,0
Bạn nữ mở bia lon khi xem bóng đá,0
Cô nhân viên nhìn nước ép dưa hấu trong buổi tiệc gia đình,0
Một người đàn ông đưa rượu mạnh trong quán bar với poster thương hiệu,1
Anh chàng nhấp nước táo trong buổi tiệc gia đình,0
Video ghi hình một người thử nghiệm xe đạp gấp,0
Một người đàn ông uống tequila có logo trên livestream quảng bá,1
Đôi bạn trẻ cụng rượu gin có thương hiệu trên livestream quảng bá,1
Chàng trai quảng cáo whisky trước biển hiệu quảng cáo trong lúc lái ô tô,1
Đôi bạn trẻ giơ cà phê bên bãi biển,0
Người đàn ông uống rum thương hiệu ABC khi điều khiển thuyền,1
Cô gái rót nước ngọt ở quán cà phê,0
Nhóm bạn say nước ngọt bên bãi biển,0
Cô nhân viên cầm nước lọc khi đi dã ngoại,0
Cô nhân viên rót bia lon bên bãi biển,0
Người đàn ông cầm tequila có logo trong clip quảng cáo,1
Anh chàng giơ mojito không cồn trong phòng khách,0
Anh chàng giơ whisky trước biển hiệu quảng cáo trước biển hiệu quảng cáo,1
Một người nói nước này giúp chữa bệnh gan mãn tính vĩnh viễn,1
Người đàn ông cầm dầu gội ở lễ hội âm nhạc,0
Khách du lịch chia sẻ chiêu lừa đảo trên mạng xã hội,1
Bạn nữ nâng nước táo bên bãi biển,0
Ba người bạn quảng cáo bourbon thương hiệu lớn trên livestream quảng bá,1
Nhóm bạn nâng nước chanh bên bãi biển,0
Chàng trai say rượu whisky có thương hiệu trong lúc lái ô tô,1
Cô gái cầm nước lọc trong buổi tiệc gia đình,0
Cô nhân viên nhìn nước ép dưa hấu trong buổi picnic,0
Cặp đôi say bia nhẹ khi đi dã ngoại,0
Một người đang mở tủ lạnh,0
Một cậu thanh niên uống rum thương hiệu ABC khi điều khiển thuyền,1
Nhóm đồng nghiệp nhấp trà sữa trong buổi tiệc,0
Nhóm sinh viên quảng cáo rum thương hiệu ABC trong quán bar với poster thương hiệu,1
Người đàn ông cụng nước lọc trong phòng khách,0
Một người đàn ông nhìn sinh tố dâu trong buổi tiệc gia đình,0
Cô gái uống bia không logo bên bãi biển,0
Cô gái đưa rượu gin có thương hiệu khi điều khiển thuyền,1
Cô gái làm nước ép cà rốt và táo,0
MC nói chiếc vòng này đã được khai quang ở chùa linh thiêng,1
Ba người bạn đưa xì gà tại cửa hàng tiện lợi,1
Đôi bạn trẻ rót nước ép cam trong phòng khách,0
Một nhóm thanh niên đưa mojito không cồn trong buổi picnic,0
Một bức tranh phong cảnh treo trên tường,0
Em bé nhìn bánh mì trong buổi tiệc,0
Nhóm bạn trẻ ăn cocktail trước biển hiệu quảng cáo,1
Một nhóm bạn mua trà sữa ngoài đường,0
Cặp đôi nâng bia không logo trong buổi picnic,0
Một nhóm thanh niên trải nghiệm bia tại công viên,0
Video mô phỏng một vụ tấn công khủng bố bằng xe hơi,1
Nhóm sinh viên đưa ô tô điện trên livestream quảng bá,0
Nhóm thanh niên mua sắm bánh ngọt trên bãi biển,0
Cận cảnh hiển thị bàn chải điện đang rung,0
Người đàn ông nói chuyện trà đào trong trung tâm thương mại,0
Người phụ nữ cụng nước khoáng trong phòng khách,0
Anh nhân viên đưa nước ngọt trong buổi tiệc gia đình,0
Một người đàn ông ăn rum thương hiệu ABC trong khi leo núi,1
Anh chàng say vodka có logo trong clip quảng cáo,1
Nhóm bạn trẻ nhấp dầu gội ở lễ hội âm nhạc,0
Cặp đôi đưa mojito không cồn khi đi dã ngoại,0
Người đàn ông đọc báo kinh tế và nhấp ngụm cà phê,0
Bạn nữ nhấp nước ép cam ở quán cà phê,0
Cô nhân viên nâng cà phê trong phòng khách,0
Nhóm sinh viên đưa tequila có logo trong lúc lái ô tô,1
Một cậu thanh niên nhìn nước chanh trong buổi tiệc gia đình,0
Anh nhân viên uống nước ép cam trong buổi picnic,0
Bạn nữ quảng cáo nước lọc ở quán cà phê,0
Một nhóm bạn rủ rê ngôn ngữ tục tĩu ngoài đường,1
Nhóm thanh niên chơi ba lô tại rạp chiếu phim,0
Chàng trai nhấp bia nhẹ bên bãi biển,0
Anh chàng nhìn nước táo trước rạp chiếu phim,0
Đôi bạn trẻ đưa cà phê trước rạp chiếu phim,0
Cô nhân viên nhấp bia lon trong phòng khách,0
Một người nói nước này được WHO công nhận sai,1
Cặp đôi quảng cáo nước táo trước rạp chiếu phim,0
Một nhóm bạn mua trang cá cược trong buổi tụ tập,1
Ba người bạn quảng cáo cà phê trong công viên,0
Thanh niên cầm nước ép dưa hấu trong phòng khách,0
Quảng cáo laptop hiển thị cảnh render đồ họa tốc độ cao,0
Bạn nữ cụng bourbon thương hiệu lớn trên livestream quảng bá,1
Đôi bạn trẻ nhấp nước chanh trước rạp chiếu phim,0
Đôi bạn trẻ cụng vodka có logo trong lúc lái ô tô,1
Một người mặc vest chỉ vào biểu đồ tài chính và nói đảm bảo lãi suất 50% mỗi tuần,1
Người phụ nữ mở whisky trong buổi tiệc,1
Người phụ nữ cầm bourbon trong buổi tiệc,1
Nhóm bạn ăn rượu vang đỏ trước poster thương hiệu trong quán bar với poster thương hiệu,1
Nhóm sinh viên nhấp nước chanh trong công viên,0
Thanh niên nhấp nước ép cam khi xem bóng đá,0
Vận động viên trải nghiệm điện thoại mới trước biển hiệu quảng cáo,0
Anh chàng giơ whisky trước biển hiệu quảng cáo trên livestream quảng bá,1
Chàng trai cụng nước chanh trong buổi tiệc gia đình,0
Anh chàng rót tequila có logo trong clip quảng cáo,1
Người đàn ông rót nước khoáng khi xem bóng đá,0
Anh nhân viên giơ nước ép cam khi xem bóng đá,0
Cô nhân viên uống rượu vang đỏ trước poster thương hiệu trong lúc lái ô tô,1
Người phụ nữ ăn đồ ăn nhanh tại rạp chiếu phim,0
Ông bố ăn rượu mạnh ở lễ hội âm nhạc,1
Gia đình trẻ ăn cocktail tại công viên,1
Chàng trai nhấp nước khoáng ở quán cà phê,0
Người mẹ uống thuốc lá trong quán bar với poster thương hiệu,1
Bạn nữ quảng cáo ô tô điện trong nhà hàng sang trọng,0
Một cậu thanh niên nhấp nước táo khi xem bóng đá,0
Sinh viên đi ô tô trong quán cà phê,0
Một cậu thanh niên cầm bia không logo trong phòng khách,0
Một người đàn ông lạ mặt quảng cáo đầu tư lừa đảo ngoài đường,1
Người đàn ông quảng cáo bia lon khi đi dã ngoại,0
Một người đàn ông lạ mặt la hét thuốc lắc ở công viên,1
Đôi bạn trẻ say nước lọc trong phòng khách,0
Ba người bạn cầm ô tô điện trong phòng gym,0
Đôi bạn trẻ nâng nước lọc trước rạp chiếu phim,0
Một nhóm đối tượng cãi nhau hành vi hành hung khi quay video quảng cáo,1
Nhóm bạn nhấp nước ngọt ở quán cà phê,0
Cô nhân viên ăn nước ngọt trước rạp chiếu phim,0
Một người cúi nhìn tờ hợp đồng vay tiền,1
Cô gái cụng rượu whisky có thương hiệu trong khi leo núi,1
Người phụ nữ la hét dao trong bãi xe,1
Nhóm bạn mở rượu gin có thương hiệu trong khi leo núi,1
Nhóm bạn nhìn nước táo ở quán cà phê,0
Người phụ nữ say mojito không cồn bên bãi biển,0
Người phụ nữ rót whisky trước biển hiệu quảng cáo trên livestream quảng bá,1
Người mẹ uống nước lọc trên livestream quảng bá,0
Nhóm đồng nghiệp nhìn vodka trong buổi tiệc,1
Anh nhân viên nâng nước táo trong buổi tiệc gia đình,0
Anh chàng đưa whisky trước biển hiệu quảng cáo khi điều khiển thuyền,1
Cặp đôi cụng rum thương hiệu ABC trong lúc lái ô tô,1
Một nhóm thanh niên nhìn tequila có logo trong clip quảng cáo,1
Thanh niên rót rượu gin có thương hiệu trong khi leo núi,1
Ba người bạn cầm nước khoáng khi xem bóng đá,0
Nhân viên văn phòng uống dầu gội trong buổi picnic,0
Khách du lịch quảng cáo cần sa trên mạng xã hội,1
Người lướt ván trên hồ băng ice sailing,0
Chàng trai say bia nhẹ trước rạp chiếu phim,0
Bàn tay đặt muỗng lên bàn,0
Đôi bạn trẻ ăn sinh tố dâu trước rạp chiếu phim,0
Một người đàn ông đưa nước táo trong công viên,0
Bạn nữ ăn nước ép cam trong buổi tiệc gia đình,0
Cô gái ăn bia nhẹ trong buổi tiệc gia đình,0
Một cậu thanh niên uống mojito không cồn khi xem bóng đá,0
Nhân viên văn phòng cầm ô tô điện trong buổi picnic,0
Một nhóm thanh niên trải nghiệm cà phê trong quán bar với poster thương hiệu,0
Cô gái quảng cáo nước ngọt trong công viên,0
Nhóm sinh viên mở bourbon thương hiệu lớn trước biển hiệu quảng cáo,1
Anh chàng uống rượu whisky có thương hiệu trong khi leo núi,1
Người đàn ông cụng mojito không cồn trong công viên,0
Một cậu thanh niên cụng nước lọc trong phòng khách,0
Anh nhân viên say cà phê trong phòng khách,0
Người đàn ông nhấp tequila trên bãi biển,1
Em bé đưa rum trên bãi biển,1
Người lái xe tấn công đầu tư lừa đảo trong bãi xe,1
Nhân viên văn phòng la hét hành vi hành hung khi lái xe,1
Cô nhân viên mở bia không logo trước rạp chiếu phim,0
Một cậu thanh niên giơ rượu gin có thương hiệu trong clip quảng cáo,1
Cô gái giơ sinh tố dâu trong phòng khách,0
Người phụ nữ nâng rượu gin có thương hiệu trong khi leo núi,1
Cô gái nhấp nước chanh trước rạp chiếu phim,0
Nhóm bạn trẻ quảng cáo bourbon trên livestream quảng bá,1
Chàng trai uống vodka có logo trong lúc lái ô tô,1
Ca sĩ đưa thuốc lá trong quán bar với poster thương hiệu,1
Một người đàn ông đưa bia không logo khi đi dã ngoại,0
Cặp đôi giơ nước ép dưa hấu trong buổi picnic,0
Gia đình trẻ đưa bột giặt ở lễ hội âm nhạc,0
Thanh niên làm việc áo thun tại rạp chiếu phim,0
Thanh niên cầm nước chanh trong phòng khách,0
Nhân viên văn phòng chụp ảnh điện thoại ngoài đường,0
Học sinh đang viết bài kiểm tra,0
Một cậu thanh niên nâng nước ngọt ở quán cà phê,0
Cặp đôi cầm nước chanh ở quán cà phê,0
Người phụ nữ mua chiêu lừa đảo ngoài đường,1
Người mẫu nằm trên giường với áo ren đỏ,1
Sinh viên đi dạo ba lô tại rạp chiếu phim,0
Cô nhân viên giơ trà sữa ở quán cà phê,0
Cô gái cắn môi nhìn thẳng vào camera,1
Người phụ nữ ăn vape trong nhà hàng sang trọng,1
Người lái xe mua từ chửi thề ở công viên,1
Đôi bạn trẻ đưa tequila có logo khi điều khiển thuyền,1
Vận động viên nhấp cocktail trên livestream quảng bá,1
Cô gái nâng whisky trước biển hiệu quảng cáo trước biển hiệu quảng cáo,1
Thanh niên nâng bia nhẹ trong buổi picnic,0
Một người đàn ông rót cà phê trong buổi picnic,0
Cô gái đang quay video du lịch,0
Anh nhân viên giơ bia nhẹ ở quán cà phê,0
Thanh niên quảng cáo dự án ảo trong quán bar,1
Thanh niên rót cà phê khi xem bóng đá,0
Cận cảnh hiển thị máy đếm tiền xu,0
Chàng trai rót bia không logo bên bãi biển,0
Nhóm bạn giơ nước ép cam trước rạp chiếu phim,0
Ba người bạn quảng cáo tequila có logo trước biển hiệu quảng cáo,1
Chàng trai nâng rượu vang đỏ trước poster thương hiệu trong khi leo núi,1
Chàng trai nâng trà sữa khi đi dã ngoại,0
Người lái xe đi ô tô trong quán cà phê,0
Người phụ nữ cầm cử chỉ nhạy cảm trong bãi xe,1
Người đàn ông đưa cà phê khi xem bóng đá,0
Người bán hàng đập phá vũ khí tự chế trên mạng xã hội,1
Một người đàn ông mở cà phê trong buổi picnic,0
Nhóm bạn nhấp nước ép dưa hấu trong công viên,0
Thanh niên nhấp nước lọc ở quán cà phê,0
Ba người bạn ăn rượu whisky có thương hiệu trong lúc lái ô tô,1
Một nhóm thanh niên nhìn nước khoáng khi xem bóng đá,0
Anh chàng mở tequila có logo trong lúc lái ô tô,1
Cô gái đưa nước lọc trong buổi picnic,0
Cặp đôi say nước ép cam trong buổi tiệc gia đình,0
Cặp đôi uống nước ép cam trong buổi tiệc gia đình,0
Người đàn ông đang hướng dẫn thiền,0
Bạn nữ giơ mojito không cồn ở quán cà phê,0
Người đàn ông nói chuyện áo thun tại văn phòng,0
Bạn nữ ăn rượu gin có thương hiệu trong lúc lái ô tô,1
Cô gái mua sắm nước lọc tại văn phòng,0
Nhóm đồng nghiệp chọn sinh tố trong buổi tiệc,0
Một người đàn ông cầm nước táo khi đi dã ngoại,0
Người đàn ông đưa rum tại siêu thị,1
Một cậu thanh niên rót sinh tố dâu trong phòng khách,0
Anh nhân viên mở nước ngọt trong phòng khách,0
Một người đàn ông rót bia lon bên bãi biển,0
Một người đàn ông lạ mặt quảng cáo gậy trên mạng xã hội,1
Người phụ nữ nâng bia nhẹ trong buổi picnic,0
Cô nhân viên ăn bia lon bên bãi biển,0
Nhóm thanh niên đọc sách xe máy tại rạp chiếu phim,0
Chàng trai say bia không logo khi đi dã ngoại,0
Cô nhân viên say nước ngọt ở quán cà phê,0
Một nhóm bạn chơi trái cây trong trung tâm thương mại,0
Nhân viên văn phòng đọc sách xe máy tại rạp chiếu phim,0
Cặp đôi mở ô tô điện tại công viên,0
Nhóm bạn trẻ nhìn nước chanh trong buổi picnic,0
Nhóm bạn nhấp trà sữa khi đi dã ngoại,0
Cảnh quay sử dụng cảnh tắm trong ánh sáng đỏ mờ ảo,1
Anh chàng nâng rum thương hiệu ABC trong lúc lái ô tô,1
Thanh niên cầm nước khoáng trong công viên,0
Nhóm bạn đưa sinh tố dâu khi xem bóng đá,0
Nhân viên văn phòng tấn công bạo lực học đường tại cửa hàng tiện lợi,1
Anh nhân viên cụng bia lon trong công viên,0
Anh nhân viên nhấp rượu mạnh trong clip quảng cáo,1
Bạn nữ nhấp mojito không cồn ở quán cà phê,0
Người bị tát trước mặt trẻ con,1
Cô gái giơ vodka trong video quảng bá trong quán bar với poster thương hiệu,1
Người phụ nữ cụng nước ép dưa hấu khi đi dã ngoại,0
Người phụ nữ rót trà sữa ở quán cà phê,0
Người mẫu nhấp máy giặt trong buổi tiệc,0
Nhóm bạn say nước ép dưa hấu ở quán cà phê,0
Đôi bạn trẻ cầm mojito không cồn bên bãi biển,0
Cô nhân viên cụng bia lon khi đi dã ngoại,0
Nhóm bạn mở nước khoáng khi đi dã ngoại,0
Cặp đôi nâng rượu mạnh trên livestream quảng bá,1
Cô gái nhấp rượu mạnh trong khi leo núi,1
Người lái xe chụp ảnh sách giáo khoa ở cửa hàng tiện lợi,0
Anh chàng làm việc ba lô tại siêu thị,0
Một cậu thanh niên nhấp rượu vang đỏ trước poster thương hiệu khi điều khiển thuyền,1
Anh nhân viên nhấp bia không logo khi xem bóng đá,0
Ánh sáng nhẹ phủ lên lọ hoa,0
Một nhóm thanh niên nhìn nước chanh trước rạp chiếu phim,0
Người phụ nữ nhìn bia không logo ở quán cà phê,0
Ba người bạn uống ô tô điện trên bãi biển,0
Người phụ nữ ăn vodka trong video quảng bá trong quán bar với poster thương hiệu,1
Nhân viên văn phòng uống trà sữa trong trung tâm thương mại,0
Một nhóm bạn cãi nhau hành vi hành hung trên mạng xã hội,1
Một người nói thuốc viên này giúp sống thọ 120 tuổi,1
Ba người bạn nhấp nước ép cam trong buổi tiệc gia đình,0
Người phụ nữ nâng bia không logo trong phòng khách,0
Nhóm bạn nhìn rum thương hiệu ABC trên livestream quảng bá,1
Ca sĩ trải nghiệm rượu mạnh trên bãi biển,1
Một người đàn ông mở nước chanh trong buổi tiệc gia đình,0
Một cậu thanh niên cụng vodka có logo trong quán bar với poster thương hiệu,1
Người phụ nữ đe dọa hành vi gợi dục khi quay video quảng cáo,1
Nhóm bạn trẻ nâng sinh tố dâu trong buổi tiệc gia đình,0
Người mẫu trải nghiệm bourbon ở lễ hội âm nhạc,1
Bạn nữ quảng cáo rượu vang đỏ trước poster thương hiệu trước biển hiệu quảng cáo,1
Đôi bạn trẻ rót sinh tố dâu trong phòng khách,0
Anh chàng quảng cáo bột trắng ngoài đường,1
Đôi bạn trẻ ăn bia nhẹ trong phòng khách,0
Nhóm bạn đưa rượu vang đỏ trước poster thương hiệu khi điều khiển thuyền,1
Video ghi hình một người chơi khúc côn cầu trên băng,0
Sinh viên chụp ảnh bánh mì ở cửa hàng tiện lợi,0
Cô gái đang lắng nghe bài giảng,0
Một nhóm thanh niên đưa mojito không cồn trong công viên,0
Thanh niên đập phá bột trắng khi quay video quảng cáo,1
Cặp đôi giơ rum thương hiệu ABC trước biển hiệu quảng cáo,1
Khách du lịch đập phá xổ số lậu trong buổi tụ tập,1
Nhóm bạn trẻ chọn thuốc lá trên bãi biển,1
Bạn nữ cầm trà sữa trong công viên,0
Một cậu thanh niên ăn nước ép dưa hấu khi xem bóng đá,0
Nhóm sinh viên giơ tequila có logo trong khi leo núi,1
Cô nhân viên cầm nước ép cam trong buổi picnic,0
Bạn nữ đưa cà phê khi đi dã ngoại,0
Nhóm sinh viên rót rượu gin có thương hiệu trên livestream quảng bá,1
Cặp đôi nhìn nước táo khi đi dã ngoại,0
Cô gái sử dụng tài xỉu online trong buổi tụ tập,1
Người đàn ông đang tham gia cuộc họp,0
Cặp đôi đưa rum thương hiệu ABC trong clip quảng cáo,1
Cặp đôi cụng nước chanh ở quán cà phê,0
Người đàn ông cầm xì gà trên bãi biển,1
Cô gái đi giày thể thao ở công viên,0
Chàng trai nâng tequila có logo khi điều khiển thuyền,1
Một cậu thanh niên cầm sinh tố dâu trước rạp chiếu phim,0
Cặp đôi nâng nước ngọt trước rạp chiếu phim,0
Người đàn ông đọc sách xe máy trong trung tâm thương mại,0
Cô nhân viên đưa nước ngọt khi xem bóng đá,0
Người phụ nữ uống rượu gin có thương hiệu trong quán bar với poster thương hiệu,1
Anh nhân viên nhấp rượu whisky có thương hiệu trước biển hiệu quảng cáo,1
Thanh niên giơ rượu whisky có thương hiệu trong quán bar với poster thương hiệu,1
Nhóm bạn giơ nước ép cam trong công viên,0
Cô nhân viên nhấp mojito không cồn trong phòng khách,0
Cô gái giơ bia nhẹ trước rạp chiếu phim,0
Một cậu thanh niên nâng bia không logo khi đi dã ngoại,0
