"description","label"
"Người đàn ông đang uống sinh tố chuối","0"
"Một người nói viên thuốc này giúp chữa bệnh gan","1"
"Cô gái đang chọn khuyên tai tròn nhỏ","0"
"Nam sinh đang ngồi học trong thư viện yên tĩnh","0"
"Cô gái đang buộc tóc gọn bằng kẹp nhỏ","0"
"Người đàn ông đang nhìn qua cửa sổ văn phòng","0"
"Một người nói nước này giúp chữa bệnh tiểu đường trong 3 ngày","1"
"Cô gái đang thử nước hoa mùi cam quýt","0"
"Nam sinh đang ăn trưa với cơm gà","0"
"Cô gái đang cười khi đứng trước gương","0"
"Một người nói nước này giúp chữa bệnh tim không cần thuốc","1"
"Người đàn ông đang uống trà nóng trong phòng họp","0"
"Cô gái đang chọn váy len mùa đông","0"
"Một người nói viên thuốc này giúp tăng IQ 500 điểm","1"
"Nam sinh đang viết bài luận trên laptop","0"
"Một người nói nước này giúp trẻ hóa toàn thân","1"
"Cô gái đang uống nước lọc ánh sáng chiếu qua cốc","0"
"Người đàn ông đang mỉm cười khi đọc email","0"
"Một người nói viên thuốc này giúp học giỏi mà không cần học","1"
"Một người nói nước này giúp chữa ung thư da","1"
"Cô gái đang cười khi pha cà phê sữa buổi sáng ánh sáng chiếu qua rèm cửa","0"
"Một người nói viên thuốc này giúp giảm 25kg trong một đêm mà không cần vận động","1"
"Nam sinh đang học online với màn hình hiển thị bài giảng toán học","0"
"Một người nói nước này giúp chữa khỏi mọi loại ung thư chỉ bằng một ngụm","1"
"Cô gái đang thử đôi giày cao gót ánh kim trong gương","0"
"Một người nói thuốc này được NASA chứng nhận có khả năng trẻ hóa vĩnh viễn","1"
"Người đàn ông đang mở cửa sổ nhìn ra vườn buổi sáng","0"
"Một người nói viên kẹo này giúp tăng IQ 200 điểm trong 5 phút","1"
"Cô gái đang uống trà hoa nhài trong ly thủy tinh trong suốt","0"
"Một người nói nước này giúp chữa được bệnh gan mãn tính suốt đời","1"
"Nam sinh đang đọc sách trên ghế sofa với chăn mỏng phủ chân","0"
"Cô gái đang chọn vòng cổ bạc nhỏ trong hộp trang sức","0"
"Một người nói viên thuốc này giúp đổi màu da mãi mãi","1"
"Người đàn ông đang đọc báo tài chính với tách trà nóng","0"
"Một người nói nước này giúp chữa bệnh tim trong 3 giờ","1"
"Nam sinh đang cười khi nhìn ghi chú trong điện thoại","0"
"Cô gái đang thử váy hoa nhí màu be sáng","0"
"Một người nói thuốc này giúp tăng năng lượng suốt 30 ngày","1"
"Cô gái đang trang điểm nhẹ bằng phấn má hồng cam","0"
"Một người nói nước này giúp chữa được ung thư phổi","1"
"Cô gái đang uống nước ép cam trong quán sáng đèn","0"
"Người đàn ông đang cười khi nói chuyện cùng đồng nghiệp","0"
"Một người nói viên thuốc này giúp đổi gen di truyền con người","1"
"Cô gái đang chọn mũ len màu trắng trong cửa hàng","0"
"Nam sinh đang viết bài luận trong phòng học","0"
"Cô gái đang thử nước hoa mùi vani nhẹ nhàng","0"
"Một người nói viên thuốc này giúp chữa bệnh gan chỉ trong 24 giờ","1"
"Cô gái đang cười khi nhìn ra cửa sổ trời mưa","0"
"Nam sinh đang đọc ghi chú bài học bút highlighter đặt bên cạnh","0"
"Một người nói viên thuốc này giúp học nhanh hơn gấp 50 lần","1"
"Cô gái đang thử váy ren trắng cho buổi dạ tiệc","0"
"Cô gái đang chọn son môi đỏ đất tại quầy mỹ phẩm","0"
"Nam sinh đang bật máy tính và mở bài giảng trực tuyến","0"
"Một người nói nước này giúp chữa được bệnh ung thư máu","1"
"Cô gái đang uống trà sữa matcha cùng bạn bè","0"
"Một người nói viên thuốc này giúp tăng IQ 300 điểm","1"
"Cô gái đang chọn túi xách da nâu trong cửa hàng sáng đèn","0"
"Một người nói nước này giúp đổi màu da chỉ trong 5 phút","1"
"Một người nói thuốc này được NASA chứng nhận sai dữ liệu","1"
"Cô gái đang uống cà phê đá trên ban công","0"
"Người đàn ông đang đọc tài liệu dự án trên bàn gỗ","0"
"Cô gái đang cười khi nói chuyện điện thoại","0"
"Nam sinh đang gõ công thức lập trình ánh sáng màn hình phản chiếu","0"
"Một người nói viên thuốc này giúp giảm mỡ bụng ngay lập tức","1"
"Cô gái đang thử mũ beret đỏ trong gương","0"
"Một người nói nước này giúp chữa bệnh tim mãn tính","1"
"Người đàn ông đang uống nước lọc trong phòng sáng đèn","0"
"Cô gái đang tô son môi nude nhẹ ánh sáng chiếu qua rèm","0"
"Một người nói viên thuốc này giúp trắng da bật tông sau 3 phút","1"
"Nam sinh đang học trong thư viện im lặng","0"
"Cô gái đang chọn áo khoác lông cho mùa đông","0"
"Người đàn ông đang đứng cạnh bàn với laptop mở","0"
"Một người nói viên thuốc này giúp tăng năng lượng vĩnh viễn","1"
"Cô gái đang pha trà gừng trong cốc sứ trắng","0"
"Nam sinh đang cười khi nhìn bài giảng trong máy tính","0"
"Cô gái đang ăn bánh ngọt với trà hoa nhài","0"
"Một người nói viên thuốc này giúp chữa ung thư da","1"
"Người đàn ông đang mở cửa ra ngoài trời nắng","0"
"Cô gái đang chọn khuyên tai vàng nhỏ trong hộp gỗ","0"
"Nam sinh đang bật đèn bàn học ban đêm","0"
"Người đàn ông đang đọc email trong điện thoại","0"
"Cô gái đang thử váy voan hồng trong gương","0"
"Một người nói viên thuốc này giúp giảm 15kg trong 24 giờ","1"
"Nam sinh đang học trong phòng trọ yên tĩnh","0"
"Cô gái đang cắm hoa oải hương vào lọ thủy tinh","0"
"Một người nói thuốc này được NASA phát minh sai thông tin","1"
"Cô gái đang chọn son môi hồng phấn trong quầy mỹ phẩm","0"
"Nam sinh đang ghi chú bài học bằng bút đen","0"
"Cô gái đang uống sinh tố dâu tươi trong ly thủy tinh","0"
"Người đàn ông đang cười khi nói chuyện với bạn bè","0"
"Một người nói nước này giúp chữa ung thư phổi","1"
"Một người nói thuốc này được Bộ Y tế xác nhận sai dữ liệu","1"
"Cô gái đang buộc tóc thấp gọn gàng","0"
"Một người nói nước này giúp tăng IQ lên 600 điểm","1"
"Cô gái đang uống trà hoa cúc trong ly gốm nhỏ ánh sáng chiếu nhẹ từ khung cửa sổ","0"
"Một người nói viên thuốc này giúp chữa khỏi ung thư gan chỉ trong 24 giờ","1"
"Nam sinh đang ngồi đọc giáo trình lập trình Python trong thư viện","0"
"Một người nói nước này giúp giảm cân 20kg chỉ trong hai ngày mà không cần tập thể dục","1"
"Cô gái đang thử váy trắng ren mềm trong gương lớn","0"
"Một người nói thuốc này được NASA xác nhận có thể đảo ngược quá trình lão hóa","1"
"Người đàn ông đang ngồi trước laptop xem biểu đồ chứng khoán","0"
"Một người nói viên kẹo này giúp tăng IQ vĩnh viễn mà không cần học tập","1"
"Cô gái đang uống cà phê sữa cùng bạn tại quán nhỏ","0"
"Một người nói nước này giúp đổi màu da chỉ sau một lần uống","1"
"Nam sinh đang ghi chép bài giảng toán bằng bút chì","0"
"Một người nói thuốc này được WHO công nhận sai dữ liệu khoa học","1"
"Cô gái đang chọn đôi giày thể thao trắng trong cửa hàng","0"
"Một người nói viên thuốc này giúp chữa mọi bệnh mãn tính suốt đời","1"
"Người đàn ông đang uống nước cam buổi sáng","0"
"Cô gái đang thử nước hoa mùi vani ngọt ngào","0"
"Nam sinh đang cười khi nghe bạn kể chuyện trong giờ nghỉ","0"
"Cô gái đang buộc tóc cao gọn trước khi ra ngoài","0"
"Một người nói nước này giúp trẻ lại 20 tuổi chỉ trong 3 ngày","1"
"Người đàn ông đang đọc email công việc trên điện thoại","0"
"Một người nói thuốc này được NASA phát minh sai mục đích","1"
"Cô gái đang ăn sáng với bánh mì bơ và sữa","0"
"Một người nói viên thuốc này giúp chữa được ung thư phổi","1"
"Nam sinh đang gõ code trên laptop trong quán cà phê","0"
"Một người nói nước này giúp chữa bệnh gan chỉ trong một đêm","1"
"Cô gái đang chọn vòng tay bạc nhỏ xinh","0"
"Người đàn ông đang rửa tay trong bếp","0"
"Cô gái đang thử váy hoa nhí xanh biển trong phòng thay đồ","0"
"Nam sinh đang học bằng laptop trong phòng ký túc xá","0"
"Cô gái đang cắm hoa hồng trắng vào bình thủy tinh","0"
"Người đàn ông đang uống trà gừng khi trời mưa nhẹ","0"
"Cô gái đang chọn son môi đỏ tươi trong quầy trang điểm","0"
"Nam sinh đang học nhóm trong lớp học sáng đèn","0"
"Một người nói viên thuốc này giúp giảm mỡ bụng trong 10 phút","1"
"Cô gái đang ăn salad rau củ trong quán ăn chay","0"
"Người đàn ông đang mở cửa văn phòng buổi sáng","0"
"Một người nói thuốc này được WHO chứng nhận sai thông tin","1"
"Cô gái đang thử giày cao gót màu nude","0"
"Nam sinh đang tra cứu tài liệu trên máy tính bảng","0"
"Cô gái đang uống trà đào ướp lạnh","0"
"Người đàn ông đang đọc tạp chí kinh doanh trong phòng","0"
"Một người nói viên thuốc này giúp học nhanh hơn 50 lần","1"
"Cô gái đang chọn mũ len đen trong cửa hàng thời trang","0"
"Một người nói nước này giúp chữa được bệnh gan vĩnh viễn","1"
"Nam sinh đang ghi chú công thức vật lý","0"
"Một người nói thuốc này được NASA công bố sai mục đích","1"
"Cô gái đang uống cà phê đen nóng trong buổi sáng yên tĩnh","0"
"Người đàn ông đang cười nói cùng đồng nghiệp trong bữa trưa","0"
"Cô gái đang cắm hoa tulip vàng trong lọ sứ","0"
"Một người nói viên thuốc này giúp giảm cân trong khi ngủ","1"
"Cô gái đang chọn áo khoác len dày màu be","0"
"Người đàn ông đang bật đèn làm việc trong phòng tối","0"
"Một người nói thuốc này được Bộ Y tế công nhận sai dữ liệu","1"
"Cô gái đang thử vòng cổ ngọc trai ánh sáng chiếu nhẹ lên da","0"
"Một người nói nước này giúp chữa bệnh trầm cảm nặng","1"
"Một người nói thuốc này được NASA phát minh để kéo dài tuổi thọ","1"
"Một người nói viên thuốc này giúp trắng da bật tông ngay lập tức","1"
"Cô gái đang chọn váy voan hồng cho buổi tiệc","0"
"Nam sinh đang ghi chú trong cuốn sổ nhỏ","0"
"Cô gái đang thử nước hoa mùi hương cam quýt tươi mát","0"
"Người đàn ông đang đọc báo buổi sáng ngoài sân vườn","0"
"Nam sinh đang nhìn qua cửa sổ lớp học ánh sáng vàng phản chiếu","0"
"Cô gái đang ăn bánh ngọt và uống trà sữa","0"
"Một người nói nước này giúp đổi màu tóc vĩnh viễn","1"
"Người đàn ông đang pha trà xanh trong ly thủy tinh","0"
"Cô gái đang thử váy hoa nhí xanh nhạt trong gương","0"
"Một người nói viên thuốc này giúp chữa bệnh tiểu đường","1"
"Nam sinh đang đọc ghi chú bằng bút highlight","0"
"Một người nói nước này giúp chữa được ung thư da","1"
"Người đàn ông đang bật máy tính bảng để xem tin tức","0"
"Cô gái đang cắm hoa lavender khô trên bàn","0"
"Một người nói nước này giúp chữa bệnh tim vĩnh viễn","1"
"Nam sinh đang ăn trưa cùng nhóm bạn trong quán nhỏ","0"
"Một người nói thuốc này được Bộ Y tế công bố sai sự thật","1"
"Cô gái đang uống sinh tố dâu tươi ánh sáng phản chiếu trên ly","0"
"Một người nói viên thuốc này giúp giảm cân tức thì","1"
"Người đàn ông đang đọc tài liệu họp trong phòng","0"
"Cô gái đang thử áo sơ mi trắng đơn giản","0"
"Một người nói thuốc này được NASA phát triển sai","1"
"Nam sinh đang ngồi trước laptop học bài","0"
"Một người nói viên thuốc này giúp tăng năng lượng suốt đời","1"
"Cô gái đang đứng dưới nắng nhẹ tay cầm ly cà phê mang đi","0"
"Một người nói viên thuốc này giúp chữa khỏi bệnh ung thư chỉ sau một lần uống","1"
"Nam sinh đang đọc sách lịch sử trong thư viện vắng người","0"
"Một người nói nước này giúp giảm 30kg trong vòng 3 ngày","1"
"Cô gái đang thử mũ cói vàng nhạt trước gương","0"
"Một người nói thuốc này được NASA chứng nhận có thể đảo ngược tuổi sinh học","1"
"Người đàn ông đang ăn sáng với bát cháo trắng và hành phi","0"
"Một người nói viên kẹo này giúp tăng IQ lên 700 điểm","1"
"Cô gái đang uống trà sữa matcha nụ cười nhẹ trên môi","0"
"Một người nói nước này giúp chữa bệnh gan giai đoạn cuối","1"
"Nam sinh đang gõ bàn phím với ánh sáng màn hình phản chiếu lên mặt","0"
"Cô gái đang thử váy ren hồng phấn trong phòng thay đồ","0"
"Người đàn ông đang đứng đọc báo trước quán cà phê sáng","0"
"Một người nói nước này giúp trẻ hóa tế bào toàn thân trong 1 giờ","1"
"Cô gái đang chọn son môi đỏ rượu tại quầy mỹ phẩm","0"
"Nam sinh đang viết bài tập bằng bút mực đen","0"
"Cô gái đang pha trà hoa cúc trong phòng bếp sáng sủa","0"
"Một người nói nước này giúp chữa được bệnh tiểu đường mãn tính","1"
"Người đàn ông đang cười khi nhìn màn hình điện thoại","0"
"Cô gái đang đeo vòng cổ bạc nhỏ lấp lánh","0"
"Một người nói viên thuốc này giúp giảm 20kg chỉ trong một ngày","1"
"Nam sinh đang học nhóm cùng ba người bạn","0"
"Cô gái đang thử nước hoa mùi gỗ nhẹ trong cửa hàng","0"
"Người đàn ông đang uống cà phê đen trong văn phòng","0"
"Nam sinh đang học bài dưới ánh đèn bàn nhỏ","0"
"Cô gái đang chọn túi xách da đen trong cửa hàng sáng đèn","0"
"Người đàn ông đang ăn salad với nước sốt mè rang","0"
"Nam sinh đang tra cứu tài liệu học tập trên máy tính bảng","0"
"Cô gái đang cắm hoa hướng dương vàng trên bàn gỗ","0"
"Người đàn ông đang bật laptop chuẩn bị họp online","0"
"Cô gái đang ăn kem dâu trên phố","0"
"Một người nói viên thuốc này giúp miễn dịch tuyệt đối suốt đời","1"
"Nam sinh đang đọc sách triết học trong phòng yên tĩnh","0"
"Cô gái đang thử áo khoác nâu nhẹ trong gương","0"
"Người đàn ông đang uống trà nóng buổi sáng","0"
"Cô gái đang chọn khuyên tai bạc hình trăng khuyết","0"
"Cô gái đang uống nước cam ép tươi","0"
"Một người nói viên thuốc này giúp trẻ hóa da trong 1 phút","1"
"Cô gái đang thử mũ beret màu đỏ rượu","0"
"Một người nói thuốc này được WHO xác nhận sai thông tin","1"
"Nam sinh đang bật đèn bàn để đọc sách","0"
"Cô gái đang pha cà phê sữa trong cốc sứ trắng","0"
"Một người nói nước này giúp chữa bệnh tiểu đường trong 1 ngày","1"
"Người đàn ông đang ăn sáng với bát ngũ cốc và sữa","0"
"Một người nói thuốc này được Bộ Y tế công bố sai dữ liệu","1"
"Cô gái đang cười khi nói chuyện cùng bạn qua điện thoại","0"
"Nam sinh đang gõ bàn phím với headphone trong tai","0"
"Một người nói nước này giúp tăng năng lượng suốt 30 ngày","1"
"Cô gái đang chọn váy ren trắng cho buổi tiệc tối","0"
"Người đàn ông đang đọc báo buổi sáng trong phòng khách","0"
"Một người nói viên thuốc này giúp chữa bệnh tim mãn tính","1"
"Cô gái đang chọn son môi nude trong quầy trang điểm","0"
"Người đàn ông đang pha cà phê bằng bình French press","0"
"Cô gái đang uống sinh tố dâu tây với ống hút tre","0"
"Nam sinh đang học nhóm tại quán cà phê nhỏ","0"
"Một người nói viên thuốc này giúp chữa bệnh gan chỉ trong 2 giờ","1"
"Cô gái đang đeo kính mát đen giữa phố đông người","0"
"Người đàn ông đang bật laptop xem bảng số liệu","0"
"Cô gái đang uống trà matcha nóng trong quán nhỏ","0"
"Nam sinh đang gạch chân nội dung trong giáo trình","0"
"Cô gái đang chọn áo khoác da đen treo trên giá","0"
"Người đàn ông đang ăn sáng với bánh croissant","0"
"Cô gái đang thử váy hoa xanh nhạt trong phòng sáng đèn","0"
"Nam sinh đang đọc bài giảng trên điện thoại","0"
"Cô gái đang uống nước lọc sau buổi tập gym","0"
"Một người nói viên thuốc này giúp miễn nhiễm vĩnh viễn với virus","1"
"Người đàn ông đang mỉm cười nhìn ra ban công","0"
"Một người nói nước này giúp chữa bệnh tim trong 2 giờ","1"
"Cô gái đang thử váy hoa nhí xanh pastel trong phòng thay đồ sáng đèn","0"
"Một người nói viên thuốc này giúp chữa khỏi mọi loại ung thư chỉ sau một viên duy nhất","1"
"Nam sinh đang cắm tai nghe học bài trong phòng yên tĩnh","0"
"Một người nói nước này giúp giảm 25kg trong 2 ngày mà không cần ăn kiêng","1"
"Cô gái đang chọn son môi đỏ rượu vang trên kệ trưng bày","0"
"Người đàn ông đang đọc báo tài chính buổi sáng tách cà phê bốc khói","0"
"Một người nói viên kẹo này giúp tăng IQ vĩnh viễn mà không cần học","1"
"Cô gái đang uống sinh tố dâu tây trong quán cà phê","0"
"Một người nói nước này giúp chữa bệnh gan mãn tính trong 1 ngày","1"
"Nam sinh đang gõ code trên laptop màn hình phản chiếu ánh sáng trắng","0"
"Cô gái đang thử áo khoác nâu dài trong gương","0"
"Người đàn ông đang mở cửa sổ để đón ánh sáng buổi sáng","0"
"Cô gái đang cười khi cầm cốc cà phê nóng","0"
"Nam sinh đang viết bài luận bằng bút dạ quang vàng","0"
"Một người nói viên thuốc này giúp miễn nhiễm với mọi virus trọn đời","1"
"Cô gái đang thử nước hoa mùi gỗ ấm trong cửa hàng","0"
"Một người nói nước này giúp trẻ hóa tế bào trong vài phút","1"
"Người đàn ông đang kiểm tra đồng hồ trên cổ tay","0"
"Cô gái đang ăn sáng với bánh mì và trứng chiên","0"
"Một người nói viên thuốc này giúp giảm cân 15kg trong 24 giờ","1"
"Nam sinh đang đọc tài liệu học tập trên tablet","0"
"Cô gái đang cắm hoa cúc trắng trên bàn làm việc","0"
"Người đàn ông đang ăn trưa với đĩa salad và ly nước lọc","0"
"Một người nói nước này giúp chữa bệnh ung thư gan giai đoạn cuối","1"
"Nam sinh đang gạch chân nội dung trong cuốn giáo trình","0"
"Cô gái đang thử váy trắng ren tinh tế","0"
"Cô gái đang uống cà phê sữa đá trong quán nhỏ","0"
"Nam sinh đang học tiếng Anh qua video bài giảng","0"
"Một người nói viên thuốc này giúp học nhanh hơn 100 lần","1"
"Cô gái đang chọn túi xách nâu trong trung tâm thương mại","0"
"Một người nói nước này giúp chữa bệnh gan chỉ trong 2 giờ","1"
"Người đàn ông đang đọc email trên máy tính bảng","0"
"Cô gái đang ăn kem vị vani ánh sáng phản chiếu nhẹ lên mặt","0"
"Nam sinh đang ngồi trong thư viện ghi chú","0"
"Cô gái đang buộc tóc bằng dây vải trắng","0"
"Người đàn ông đang cười khi nhìn biểu đồ tài chính","0"
"Cô gái đang thử váy hoa vàng trong phòng thay đồ","0"
"Một người nói nước này giúp tăng IQ 600 điểm","1"
"Nam sinh đang tra cứu dữ liệu học tập trên laptop","0"
"Cô gái đang chọn vòng cổ ngọc trai trong tủ kính","0"
"Một người nói viên thuốc này giúp chữa bệnh trầm cảm vĩnh viễn","1"
"Người đàn ông đang uống cà phê nóng trong văn phòng","0"
"Cô gái đang thử nước hoa mùi cam bergamot","0"
"Nam sinh đang đọc sách trong phòng học nhóm","0"
"Cô gái đang ăn bánh quy với tách trà nóng","0"
"Cô gái đang chọn áo sơ mi trắng trong cửa hàng","0"
"Nam sinh đang cười khi nói chuyện cùng bạn","0"
"Một người nói nước này giúp chữa mọi bệnh mãn tính","1"
"Cô gái đang uống nước ép táo trong ly thủy tinh","0"
"Người đàn ông đang ăn sáng với bánh mì và cà phê","0"
"Cô gái đang thử váy đen ôm dáng trong gương","0"
"Nam sinh đang học bài bằng bút dạ quang","0"
"Cô gái đang uống sinh tố xoài tươi","0"
"Một người nói viên thuốc này giúp giảm 10kg trong 1 đêm","1"
"Người đàn ông đang pha trà thảo mộc trong ly sứ","0"
"Cô gái đang chọn mũ len trắng trong cửa hàng","0"
"Một người nói viên thuốc này giúp chữa bệnh gan trong 4 giờ","1"
"Cô gái đang trang điểm nhẹ với gương cầm tay","0"
"Người đàn ông đang cầm tách cà phê đứng bên cửa sổ","0"
"Cô gái đang đeo tai nghe nghe nhạc ánh sáng phản chiếu","0"
"Một người nói viên thuốc này giúp giảm cân không cần tập thể dục","1"
"Nam sinh đang ngồi đọc ghi chú học tập trong quán cà phê","0"
"Cô gái đang thử son môi nude nhẹ","0"
"Một người nói viên thuốc này giúp miễn nhiễm với tất cả virus","1"
"Nam sinh đang nhìn bảng trắng khi nghe giảng","0"
"Cô gái đang ngồi đọc sách bên cửa sổ ánh sáng buổi sáng chiếu nhẹ lên tóc","0"
"Một người nói viên thuốc này giúp chữa khỏi ung thư trong 6 tiếng mà không cần điều trị","1"
"Nam sinh đang ngồi ghi chép bài học bằng bút dạ quang xanh","0"
"Một người nói nước này giúp giảm 20kg chỉ trong hai ngày mà không cần ăn kiêng","1"
"Cô gái đang chọn túi xách da màu nâu nhạt trong cửa hàng","0"
"Một người nói thuốc này được NASA chứng nhận có thể đảo ngược quá trình lão hóa","1"
"Người đàn ông đang mở cửa xe hơi màu bạc trong bãi đỗ","0"
"Cô gái đang uống trà sữa trân châu và cười tươi","0"
"Một người nói nước này giúp chữa bệnh gan mãn tính chỉ sau 24 giờ","1"
"Nam sinh đang học bài trong thư viện với tai nghe nhạc nhẹ","0"
"Cô gái đang thử váy trắng trơn trong phòng thay đồ","0"
"Người đàn ông đang đọc tạp chí công nghệ trong phòng làm việc","0"
"Một người nói nước này giúp trẻ hóa tế bào trong 2 phút","1"
"Cô gái đang cắm hoa hồng đỏ trong bình thủy tinh","0"
"Nam sinh đang gõ laptop trong quán cà phê buổi sáng","0"
"Một người nói viên thuốc này giúp miễn nhiễm với mọi bệnh tật","1"
"Người đàn ông đang nhìn ra cửa sổ trong văn phòng sáng đèn","0"
"Cô gái đang uống nước ép táo lạnh ánh sáng phản chiếu trên cốc","0"
"Một người nói viên thuốc này giúp giảm cân 10kg trong 1 đêm","1"
"Nam sinh đang đọc ghi chú trong tập vở cũ","0"
"Một người nói nước này giúp chữa bệnh ung thư giai đoạn cuối","1"
"Cô gái đang thử áo khoác jean xanh nhạt","0"
"Người đàn ông đang bật laptop và nhấp cà phê","0"
"Cô gái đang ngồi uống trà đào cùng bạn","0"
"Nam sinh đang cười khi nhìn bạn học nói chuyện","0"
"Cô gái đang chọn khuyên tai tròn bạc","0"
"Người đàn ông đang ăn sáng với yến mạch và chuối","0"
"Cô gái đang thử nước hoa mùi gỗ và cam bergamot","0"
"Nam sinh đang ghi chép công thức toán vào sổ","0"
"Một người nói viên thuốc này giúp miễn dịch tuyệt đối mãi mãi","1"
"Cô gái đang ăn kem vani ngoài phố ánh nắng phản chiếu lên ly","0"
"Người đàn ông đang cười trong buổi họp cùng đồng nghiệp","0"
"Cô gái đang buộc tóc cao gọn gàng ánh sáng chiếu qua rèm","0"
"Một người nói viên thuốc này giúp giảm 15kg chỉ bằng việc ngủ","1"
"Nam sinh đang đọc sách tiếng Anh với ly trà bên cạnh","0"
"Cô gái đang chọn váy hoa nhí trong tủ quần áo","0"
"Người đàn ông đang bật máy tính xem biểu đồ chứng khoán","0"
"Một người nói viên thuốc này giúp tăng năng lượng 300% trong 1 giờ","1"
"Cô gái đang uống nước lọc trong cốc thủy tinh","0"
"Nam sinh đang học nhóm trong phòng sáng đèn","0"
"Cô gái đang chọn son môi màu đỏ đất trong cửa hàng","0"
"Người đàn ông đang ăn bánh mì sandwich buổi sáng","0"
"Một người nói nước này giúp trẻ hóa toàn thân trong vài phút","1"
"Cô gái đang thử áo khoác nâu trước gương","0"
"Nam sinh đang học tiếng Nhật qua laptop","0"
"Cô gái đang uống trà xanh trong cốc gốm trắng","0"
"Một người nói nước này giúp chữa bệnh gan chỉ trong 3 tiếng","1"
"Người đàn ông đang đọc tài liệu công việc tại bàn gỗ","0"
"Cô gái đang cười khi nhìn ảnh trong điện thoại","0"
"Nam sinh đang gõ bàn phím trong phòng yên tĩnh","0"
"Cô gái đang chọn vòng tay vàng ánh nhẹ","0"
"Người đàn ông đang uống cà phê đen trên ban công","0"
"Cô gái đang thử nước hoa mùi vani ngọt","0"
"Nam sinh đang tra cứu tài liệu trong thư viện","0"
"Cô gái đang ăn sáng với bánh ngọt và cà phê sữa","0"
"Một người nói viên thuốc này giúp đổi gen di truyền mãi mãi","1"
"Người đàn ông đang rửa tay trong bồn nước ấm","0"
"Cô gái đang thử khuyên tai bạc nhỏ sáng lấp lánh","0"
"Một người nói nước này giúp đổi màu mắt chỉ sau 10 phút","1"
"Người đàn ông đang nhìn qua cửa sổ trong văn phòng sáng sủa","0"
"Cô gái đang uống trà hoa nhài hơi nước bốc lên mờ ảo","0"
"Một người nói viên thuốc này giúp giảm cân 20kg trong một ngày","1"
"Nam sinh đang ghi chú bằng bút highlight vàng","0"
"Cô gái đang chọn giày thể thao trắng tại quầy hàng","0"
"Người đàn ông đang ăn cơm trưa với cá nướng và rau","0"
"Một người nói viên thuốc này giúp học giỏi mà không cần ghi nhớ","1"
"Cô gái đang ngồi bên bàn trang điểm tay cầm lọ nước hoa mới mở nắp","0"
"Một người nói loại kem này giúp trắng da vĩnh viễn chỉ sau 1 đêm","1"
"Nam sinh đang cười khi hoàn thành bài kiểm tra trực tuyến","0"
"Một người nói trò chơi này giúp kiếm 10 triệu đồng mỗi ngày mà không cần vốn","1"
"Cô gái đang đi dạo trong công viên với chiếc váy hoa nhí","0"
"Một người nói ứng dụng này cho phép đầu tư và chắc chắn không bao giờ lỗ","1"
"Người đàn ông đang đọc tin tức tài chính trên điện thoại","0"
"Một người nói viên thuốc này giúp kéo dài tuổi thọ đến 300 năm","1"
"Cô gái đang uống cà phê sữa trong quán sáng đèn","0"
"Một người nói nước này giúp giảm cân 10kg trong khi ngủ","1"
"Nam sinh đang học tiếng Hàn bằng tai nghe ánh sáng chiếu qua cửa sổ","0"
"Một người nói kem dưỡng này có thể thay thế phẫu thuật thẩm mỹ","1"
"Cô gái đang chọn giày thể thao trắng trong cửa hàng sáng đèn","0"
"Người đàn ông đang cười khi xem thông báo điện thoại","0"
"Một người nói nước này giúp chữa mọi loại bệnh mãn tính","1"
"Cô gái đang tô son môi đỏ rượu trong phòng có ánh nắng","0"
"Một người nói thuốc này được NASA chứng nhận giúp trẻ hóa tế bào não","1"
"Nam sinh đang học bài trong thư viện yên tĩnh","0"
"Một người nói ứng dụng này giúp bạn giàu lên chỉ sau 1 ngày","1"
"Cô gái đang pha trà hoa cúc với ấm gốm trắng","0"
"Một người nói kem này giúp xóa nếp nhăn trong 10 phút","1"
"Người đàn ông đang ăn sáng với bánh mì và cà phê đen","0"
"Một người nói nước này giúp chữa ung thư phổi giai đoạn cuối","1"
"Cô gái đang thử áo len mỏng màu be trong gương","0"
"Một người nói viên thuốc này giúp tăng IQ 400 điểm","1"
"Nam sinh đang đọc bài giảng trên màn hình laptop","0"
"Một người nói ứng dụng này có thể hack tài khoản ngân hàng hợp pháp","1"
"Cô gái đang ăn sáng với bánh ngọt và ly sữa","0"
"Người đàn ông đang đọc báo buổi sáng trên ban công","0"
"Cô gái đang chọn váy ren trắng tinh khôi","0"
"Cô gái đang thử khuyên tai bạc tròn nhỏ","0"
"Một người nói nước này giúp chữa bệnh gan mãn tính chỉ trong 6 giờ","1"
"Cô gái đang chọn túi xách da màu nâu sẫm","0"
"Nam sinh đang ăn trưa cùng nhóm bạn trong căn tin","0"
"Một người nói ứng dụng này giúp trúng thưởng xe hơi thật 100%","1"
"Cô gái đang uống nước ép cam trong ly thủy tinh","0"
"Một người nói nước này giúp chữa được bệnh tim không cần thuốc","1"
"Nam sinh đang viết bài luận trong phòng yên tĩnh","0"
"Cô gái đang ăn salad rau củ trong quán chay","0"
"Người đàn ông đang đứng bên cửa sổ với tách cà phê nóng","0"
"Cô gái đang cười khi xem điện thoại","0"
"Nam sinh đang gõ code trong phòng tối ánh sáng phản chiếu lên mặt","0"
"Một người nói ứng dụng này giúp hack điểm thi online hợp pháp","1"
"Cô gái đang chọn nước hoa mùi cam quýt","0"
"Một người nói nước này giúp đổi màu tóc tự nhiên mãi mãi","1"
"Cô gái đang thử váy hoa vàng nhạt trong gương","0"
